Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,min_salary,max_salary,avg_salary,min_experience,max_experience
 Back Office Computer Operator - 10th/12th Fresher,"1,75,000-3,25,000pa.",0 - 3 yrs, inbound customer calling Data Entry Backend Operations Back Office Back Office Support Backend Bpo Non Voice Non Voice Non Voice Process Typing Hindi Typing Calling Voice Call Centre Night Shift Fresher,Voice,Delhi NCR,ITES ,BPO,Telecalling/Telemarketing Executive,17.5,32.5,25,0,3
 ITI / Diploma S.s.c PASS Candidate Apply Fresher,"1,75,000-3,25,000pa.",0 - 1 yrs, Diploma Production Engineering Hiring Mechanical Engineering,Other,Pune,Production ,Automobile,Trainee,17.5,32.5,25,0,1
" Capgemini Walkin For Cash apps on Monday, 22nd July@bmp","1,75,000-3,25,000pa.",1 - 3 yrs, o2c accounts receivable cash application payments Cash Applications order to cash O OTC,nan,Bengaluru,Other,Other,Other,17.5,32.5,25,1,3
 IOS Developer,"1,75,000-3,25,000pa.",2 - 3 yrs, Rest XML JSON Objective C ios XCode iphone Web Services,Programming & Design,Kolkata,IT Software ,IT,Software Developer,17.5,32.5,25,2,3
 Backend Back Office Executive Chat Support,"1,75,000-3,25,000pa.",0 - 3 yrs, inbound customer calling Data Entry Backend Operations Back Office Back Office Support Backend Bpo Non Voice Non Voice Non Voice Process Typing Hindi Typing Calling Voice Call Centre Night Shift Fresher,Voice,Delhi NCR,ITES ,BPO,Telecalling/Telemarketing Executive,17.5,32.5,25,0,3
 Required data Entry and back Office Executive for MNC & Reputed Mumbai,"1,75,000-3,25,000pa.",0 - 2 yrs, bpo inbound night shift calling telecalling outbound sales data entry operator computer operator back office backend blended customer care executive data entry,Other,Mumbai Suburbs,ITES ,BPO,Fresher,17.5,32.5,25,0,2
" Urgent Required SEO, SMO (2-3 Yrs Exp.) - Delhi","1,75,000-3,25,000pa.",1 - 4 yrs, seo wordpress smo off - page optimization link building internet marketing online marketing Google AdWords Digital Marketing SEO Manager,Online,Delhi ,Marketing ,IT,Social Media Marketing Manager,17.5,32.5,25,1,4
" Computer Operator,back Office,data Entry Operator,office Assistant ","1,75,000-3,25,000pa.",0 - 2 yrs, bpo night shift blended telecaller cce inbound computer operator back office fresher calling outbound sales telecalling data entry operator backend data entry customer care executive,Other,Mumbai,ITES ,BPO,Fresher,17.5,32.5,25,0,2
 Data Entry Operator (deo),"1,75,000-3,25,000pa.",0 - 3 yrs, inbound customer calling Data Entry Backend Operations Back Office Back Office Support Backend Bpo Non Voice Non Voice Non Voice Process Typing Hindi Typing,Voice,Delhi NCR,ITES ,BPO,Telecalling/Telemarketing Executive,17.5,32.5,25,0,3
 Customer Care Executive / bpo / Call Centre / cce / Voice / Fresher,"1,75,000-3,25,000pa.",0 - 5 yrs, voice cce inbound serco sutherland kannada teleperformance call center healthcare domestic fresher cognizant malayalam outbound telecalling international telugu bpo customer care aegis Tamil customer support ar calling us shift calling uk shift,Voice,Bengaluru,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,32.5,25,0,5
 Casualty Medical Officer,"1,75,000-3,25,000pa.",2 - 5 yrs, medical Bhms bams casualty resident medical officer,Medical Professional,Pune,Medical ,Medical,Medical Officer,17.5,32.5,25,2,5
 Merchant Exports Manager - Chemical / Oil & Gas Industry - Ahmedabad,"1,75,000-3,50,000pa.",2 - 7 yrs, prime international sales exports marketing export sales internet marketing marketing oil chemical international marketing gas satellite international export,Marketing,Ahmedabad,Marketing ,Chemicals,International Marketing Manager,17.5,35.0,26,2,7
 On the Spot Offer II Walk - In For BDM Role II 16th July,"1,75,000-3,50,000pa.",1 - 6 yrs, insurance casa savings account new business Business Development Manager sales Sales Officer banking retail liabilities credit cards current account relationship executive Business Development Executive acquisition,Retail Sales,Delhi,Sales ,Banking,Sales/Business Development Manager,17.5,35.0,26,1,6
 Walkin Drive For the role Supply Chain Management ( SCM ),"1,75,000-3,50,000pa.",0 - 4 yrs, Client Management Communication Skills Analytical Skills Supply Chain Management Management Skills SCM Stakeholder Management,Other,Hyderabad,Purchase ,BPO,Fresher,17.5,35.0,26,0,4
 Excellent Opportunity to work with Indusind Bank/direct Channel,"1,75,000-3,50,000pa.",0 - 1 yrs, business generation casa gi field marketing Business Development Manager relationship manager Business Development Executive mutual funds li banking relationship executive,Retail Sales,Pune,Sales ,Banking,Sales Executive/Officer,17.5,35.0,26,0,1
 Executive/manager- Leasing,"1,75,000-3,50,000pa.",1 - 3 yrs, Real Estate Leasing Commercial Leasing,Retail Sales,Noida,Sales ,Real Estate,Sales/Business Development Manager,17.5,35.0,26,1,3
 Ihuntech Hiring for Australian Voice Process - Janakpuri,"1,75,000-3,50,000pa.",0 - 3 yrs, voice process outbound calling outbound sales cce customer calling sales executive international call center international bpo uk shift Sales Solar Solar Energy,Voice,Delhi NCR,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,35.0,26,0,3
 Openings For Day Shift Bpo(hindi&english)salary20k To28k+inc cal Singh,"1,75,000-3,50,000pa.",0 - 5 yrs, bpo domestic bpo Inbound Sales inbound customer support executive Urdu customer service international voice call center fresher voice process domestic voice process english hindi outbound sales international call center customer care executive,Voice,Bengaluru,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,35.0,26,0,5
" Trainee Medical Coder Jobs - Dialysis, Clinical & Lab Technology Grads","1,75,000-3,50,000pa.",0 - 4 yrs, biotechnology biology bpt microbiology botany nursing biomedical medical coding bsc biochemistry bioinformatics medical coder pharmacy life sciences msc zoology,Medical Professional,Chennai,Medical ,Medical,Medical Officer,17.5,35.0,26,0,4
 PHP Developer,"1,75,000-3,50,000pa.",2 - 4 yrs, html css wordpress laravel javascript php ajax mysql json cms content management system drupal magento,Programming & Design,Lucknow,IT Software ,IT,Software Developer,17.5,35.0,26,2,4
 Business Development Executive,"1,75,000-3,50,000pa.",1 - 3 yrs, Email Phone Business Development,Retail Sales,Bengaluru ,Sales ,BPO,Sales Executive/Officer,17.5,35.0,26,1,3
 Hiring for Microsoft EPS Technical Voice Profile ,"1,75,000-3,50,000pa.",1 - 4 yrs, technical support active directory exchange microsoft exchange microsoft active directory dns server dns voice process international bpo dhcp server dhcp windows server server support server admin wipro hcl teleperformance,Voice,Delhi NCR,ITES ,BPO,Associate/Senior Associate -(Technical),17.5,35.0,26,1,4
 BPO Call Center & CCE Jobs - Urgent Need 10th/12th Pass Freshers,"1,75,000-3,50,000pa.",0 - 1 yrs, BPO telecaller Non Voice Process inbound Calling back office executive LPO KPO Data Entry voice process Domestic Back Office Customer Care Domestic BPO international call center Call Center International BPO,Other,Delhi NCR,ITES ,BPO,Fresher,17.5,35.0,26,0,1
 Receptionist (female Only),"1,75,000-3,50,000pa.",0 - 2 yrs, Receptionist Activities Reception,Channel Sales,Gurgaon ,Sales ,Real Estate,Client Relationship Manager,17.5,35.0,26,0,2
 Graphic Designer / Visualiser ( Freshers / Experienced ) Andheri,"1,75,000-3,50,000pa.",0 - 4 yrs, graphic designing brochures marketing communication visualiser visual design visualizing graphics fine arts design studio art advertising branding promotion logo bfa creative designer web designer btl content creation photoshop fresher trainee,Creative,Mumbai,Design ,Advertising,Graphic Designer,17.5,35.0,26,0,4
 Visualiser,"1,75,000-3,50,000pa.",1 - 3 yrs, Visualiser Senior Graphic Designer Illustrator Photoshop BFA Commercial Artist Advertising,Creative,Mumbai Suburbs,Design ,Advertising,Visualiser,17.5,35.0,26,1,3
 Hedge Funds / Taxation / MBA Finance / Mumbai / 3.5 LPA,"1,75,000-3,50,000pa.",1 - 3 yrs, Fixed Income Client Reporting Performance Reporting Investment Banking,Finance,Mumbai,Accounts ,Banking,Finance Executive,17.5,35.0,26,1,3
 Ionic Developer,"1,75,000-3,50,000pa.",2 - 4 yrs, cordova angularjs ionic framework,Programming & Design,Hyderabad ,IT Software ,IT,Software Developer,17.5,35.0,26,2,4
 Need Telecallers For International BPO/ Domestic Call Center -freshers,"1,75,000-3,50,000pa.",0 - 0 yrs, Inbound International BPO Outbound Call Center Domestic Calling telecalling tele caller Data Entry Back Office Domestic BPO KPO LPO BPO voice process international call center call center executive,Other,Delhi NCR ,ITES ,BPO,Fresher,17.5,35.0,26,0,0
 IT Project Coordinator,"1,75,000-3,50,000pa.",2 - 6 yrs, Project Estimation Risk Mitigation Life Cycle Execution SCOPE Microsoft Azure Budgeting Visual Studio IT Project Management Monitoring,Online,Kolkata,Marketing ,IT,Search Engine Optimisation /SEO Analyst,17.5,35.0,26,2,6
 Customer Executive/sales Executive,"1,75,000-3,50,000pa.",1 - 6 yrs, team handling asset management primary sales FMCG Sales secondary sales distribution management,Channel Sales,Kolkata,Sales ,FMCG,Sales Executive / Officer,17.5,35.0,26,1,6
 Admission Counsellor - Female,"1,75,000-3,50,000pa.",1 - 4 yrs, counselling tele calling voice process voice support,Teachers,Bengaluru ,Teaching ,Education,Counselor,17.5,35.0,26,1,4
 Sales Executive for a Solar Company,"1,75,000-3,50,000pa.",0 - 2 yrs, B2B Sales Marketing Sales Executive Activities Lead Generation cold calling business development sales direct sales corporate sales institutional sales,Retail Sales,Hyderabad ,Sales ,Oil and Gas,Sales Executive/Officer,17.5,35.0,26,0,2
 Customer Care Executive -domestic Call Center,"1,75,000-3,50,000pa.",0 - 3 yrs, bpo customer calling domestic bpo cce inbound back office customer care call center kpo fresher voice process technical process international call center telecalling domestic calling inbound calling,Voice,Delhi NCR,ITES ,BPO,Telecalling/Telemarketing Executive,17.5,35.0,26,0,3
 Techm ( Flipkart) - Noida ....person who Can Clear VNA Call Sonam,"1,75,000-3,50,000pa.",0 - 5 yrs, non voice process international bpo customer service flipkart amazon international process voice process,Voice,Noida,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,35.0,26,0,5
 Online Marketing Advertising Part Time Work earn Weekly Delhi NCR,"1,75,000-3,75,000pa.",0 - 5 yrs, bba bpo hiring advertisement sales advertisement selling marketing promotion bulk hiring mca advertising internet marketing part time sales promotion ad sales online marketing ma recruitment mba fresher ba,Channel Sales,Delhi NCR,Sales ,Advertising,Sales Executive / Officer,17.5,37.5,27,0,5
 HCL Hiring For Semi Voice Process (healthcare Domain),"1,75,000-3,75,000pa.",0 - 5 yrs, BPO international calling english literature international bpo verbal communication international voice engineering fresher fresher Night shift communication skills cbse,Voice,Chennai,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,37.5,27,0,5
 Walk-in Interviews For Backend Profile,"1,75,000-3,75,000pa.",0 - 1 yrs, Backend Non Voice Process,Voice,Delhi NCR,ITES ,BPO,Associate/Senior Associate -(Technical),17.5,37.5,27,0,1
 Hiring For Hindi BPO Call Center/ data Entry Freshers Can Apply,"1,75,000-3,75,000pa.",0 - 1 yrs, Domestic BPO Back Office Processing Inbound Process International BPO voice process call center international call center call center executive tele caller telecalling Data Entry back office,Other,Delhi NCR ,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Domestic // International Bpo Call Center Job,"1,75,000-3,75,000pa.",0 - 1 yrs, International BPO Call Center Customer Care Calling Non Voice Domestic Communication Skills Domestic BPO BPO KPO Data Entry Back Office,Other,Delhi NCR ,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 BPO || Customer care Executive || 5 days Working || New Opening Candi,"1,75,000-3,75,000pa.",0 - 1 yrs, call center domestic bpo inbound process international bpo back office calling data entry computer operator data entry operator Customer Care Customer Care Executive Customer Service Customer Support Call Center Operations,Other,Delhi NCR ,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Hindi Call Center BPO Jobs Vacancy Domestic International Fresher,"1,75,000-3,75,000pa.",0 - 1 yrs, International BPO Call Center Non Voice Process Customer Care Calling Domestic inbound voice process international call center BPO KPO LPO Domestic BPO Data Entry Back Office computer operator,Other,Delhi NCR ,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Call Center(cce) /Bpo JOB/ !! Fresher {10/12th} pass Apply NO,"1,75,000-3,75,000pa.",0 - 2 yrs, bpo voice domestic bpo international bpo cce inbound back office lpo call center kpo tele caller fresher bpo fresher calling telesales non voice data entry,Other,Delhi NCR,ITES ,BPO,Fresher,17.5,37.5,27,0,2
 Requirement for Advertising Part Time Work MCA Approved Company Noida,"1,75,000-3,75,000pa.",0 - 3 yrs, part time freelancer business development marketing hr mba hr recruiter Internet Marketing digital marketing,Administration,Delhi NCR ,HR ,Advertising,Executive/ Sr Executive - Administration,17.5,37.5,27,0,3
 Sales & Business Development Executive/ Manager,"1,75,000-3,75,000pa.",1 - 3 yrs, sales manager business development executive business development manager corporate sales sales executive,Corporate Sales,Mumbai,Sales ,Advertising,Sales/Business Development Manager,17.5,37.5,27,1,3
" Hiring 10th 12th Pass Freshers For Domestic Hindi BPO (voice,backend)","1,75,000-3,75,000pa.",0 - 1 yrs, bpo domestic bpo international bpo cce inbound back office lpo call center kpo Non Voice calling backend data entry,Other,Delhi NCR,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Content Writer I Singapore Based Company,"1,75,000-3,75,000pa.",1 - 4 yrs, content writing content writer Content Development Content Developer Blog Writing Article Writing English Writing,Content Development,Delhi NCR,Journalism ,Banking,Content Developer,17.5,37.5,27,1,4
 Hiring Fresher / Undergraduates For Non-voice / Semi-voice Process.,"1,75,000-3,75,000pa.",0 - 5 yrs, non voice process mnc kpo e - mail support morning shift chat support fresher kyc us shift semi voice non voice uk shift semi voice process undergraduate,Voice,Bengaluru,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,37.5,27,0,5
 Day / Night Shift Opening Inbound Bpo Call Center,"1,75,000-3,75,000pa.",0 - 1 yrs, Call Center BPO Inbound Process Domestic Voice Process Night Shift Calling Non Voice Data Entry computer operator back office executive Domestic BPO International BPO KPO LPO Bpo Sales,Other,Delhi NCR ,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Service Engineer/ae/je - Servicing of 180kva Converter,"1,75,000-3,75,000pa.",2 - 6 yrs, Servicing Converter,Production,Hyderabad,Production ,Industrial Products,Service/Maintenance Engineer,17.5,37.5,27,2,6
" Inbound Process,call Center, call Center, BPO, Fresher's,day Shift,cce","1,75,000-3,75,000pa.",0 - 1 yrs, International BPO Call Center Non Voice Process Customer Care Calling Domestic inbound voice process international call center BPO KPO LPO Domestic BPO Data Entry Back Office computer operator,Other,Delhi NCR ,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Bpo/call Center/ data Entry job in Delhi Urgent need 12th pass call,"1,75,000-3,75,000pa.",0 - 1 yrs, International BPO Call Center Non Voice Process Customer Care Calling Domestic inbound voice process international call center BPO KPO LPO Domestic BPO,Other,Delhi NCR ,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Recruiter / Sr. Recruiter / Recruitment Lead,"1,75,000-3,75,000pa.",0 - 2 yrs, sourcing hiring contract staffing onboarding recruitment recruiter hr recruitment it recruiter non it recruiter bpo recruiter,nan,Bengaluru ,Other,Recruitment,Other,17.5,37.5,27,0,2
 Hindi Call Center BPO Jobs Vacancy Domestic International Fresher,"1,75,000-3,75,000pa.",0 - 1 yrs, call center domestic bpo inbound process international bpo back office calling data entry computer operator data entry operator Customer Care Customer Care Executive Customer Service Customer Support Call Center Operations,Other,Delhi NCR ,ITES ,BPO,Fresher,17.5,37.5,27,0,1
" Hiring For Top International Companies!! Tech Support , Semi Voice","1,75,000-3,75,000pa.",0 - 5 yrs, bpo csr chat process International Call Center freshers kpo Semi voice Inbound Voice process Outbound tsr cse Domestic BPO email support Semi voice process Ites undergraduates Non voice process,Voice,Bengaluru,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,37.5,27,0,5
" Marketing Executive, Business Development Executive,tele","1,75,000-3,75,000pa.",0 - 1 yrs, Business Development Sales Exhibitions Telemarketing,Retail Sales,Mumbai,Sales ,Other,Sales Executive/Officer,17.5,37.5,27,0,1
 Now Hiring Back Office Executive|accounts|marketing|tech Support,"1,75,000-3,75,000pa.",0 - 0 yrs, international bpo domestic bpo back office technical support bpo Data Entry data entry operator computer operator Accounting Voice Process Non Voice Call Center,Voice,Mumbai,ITES ,BPO,Telecalling/Telemarketing Executive,17.5,37.5,27,0,0
 Female Telecalling Executive,"1,75,000-3,75,000pa.",0 - 1 yrs, bpo domestic bpo international bpo cce inbound back office lpo call center kpo Non Voice calling backend data entry,Other,Delhi NCR,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Freshers Opening : Inbound BPO || Call Center || Data Entry || CCE,"1,75,000-3,75,000pa.",0 - 1 yrs, BPO Salary International Call Center back office Hiring back office executive LPO KPO Data Entry data operator Bpo Voice Travel Process Domestic BPO data entry operator International BPO,Other,Delhi NCR,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Bpo Call Center Fresher/ 12th pass Fresher,"1,75,000-3,75,000pa.",0 - 1 yrs, BPO Non Voice Process inbound Calling LPO KPO voice process Domestic Customer Care Domestic BPO international call center Call Center International BPO,Other,Delhi NCR,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Need 10th/12th Pass Freshers For Call Center | BPO | Data Entry | CCE,"1,75,000-3,75,000pa.",0 - 1 yrs, International BPO Call Center Non Voice Process Customer Care Calling Domestic inbound voice process international call center BPO KPO LPO Domestic BPO,Other,Delhi NCR ,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Need Telecallers For International BPO/ Domestic Call Center -freshers,"1,75,000-3,75,000pa.",0 - 1 yrs, International BPO Call Center Non Voice Process Customer Care Calling Domestic inbound voice process international call center BPO KPO LPO Domestic BPO Data Entry Back Office computer operator,Other,Delhi NCR ,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Walk-in in Delhi/ncr For Internationa BPO ~ Fixed Off ~ Cabs + Meal,"1,75,000-3,75,000pa.",0 - 1 yrs, BPO Non Voice Process inbound computer operator Calling LPO KPO Data Entry voice process Domestic Back Office Customer Care Domestic BPO international call center Call Center International BPO,Other,Delhi NCR,ITES ,BPO,Fresher,17.5,37.5,27,0,1
" Customer Service Ex.-@ruby in Leading Health,beauty Product Company","1,75,000-3,75,000pa.",3 - 8 yrs, Marketing Selling Customer Service Home Care personal care,Back Office,Kolkata ,ITES ,Wellness ,Associate/Senior Associate -(NonTechnical),17.5,37.5,27,3,8
 Full Time Part Time Work / home Based Work / Freelance /earn Upto 30k,"1,75,000-3,75,000pa.",0 - 4 yrs, Freelancing Part Time MBA MCA Bba Digital Marketing Online Marketing Business Development Recruitment Bulk Hiring Internet Marketing,HR,Delhi NCR,HR ,Advertising,Recruitment Executive,17.5,37.5,27,0,4
 Freshers Opening for Technical Support @salary upto 3.60lpa,"1,75,000-3,75,000pa.",0 - 4 yrs, International BPO Non Voice Process Technical Support Voice Process Customer Service Desktop Support Troubleshooting,Voice,Gurgaon,ITES ,BPO,Associate/Senior Associate -(Technical),17.5,37.5,27,0,4
 Urgent Hiring For Part Time Online Marketing Work-delhi NCR,"1,75,000-3,75,000pa.",0 - 3 yrs, bd direct marketing executive direct marketing business development sales marketing Part Time sales sales direct marketing product marketing freelancer direct sales,Marketing,Delhi NCR,Marketing ,Advertising,Direct Marketing Executive,17.5,37.5,27,0,3
 Mega Job Hiring For International Non Voice(email Chat) Upto 28k,"1,75,000-3,75,000pa.",0 - 5 yrs, Domestic BPO International Call Center Voice process Non voice process bpo kpo Ites Semi voice process cse csr tsr chat process email support freshers undergraduates Inbound Outbound Semi voice,Voice,Bengaluru,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,37.5,27,0,5
 BPO - Hiring For Email Process- Fresher / Grad. /12th Pass / drop out,"1,75,000-3,75,000pa.",0 - 2 yrs, night shift bpo domestic bpo international bpo inbound computer operator back office customer service lpo call center kpo domestic calling backend data entry,Other,Delhi NCR,ITES ,BPO,Fresher,17.5,37.5,27,0,2
 Freshers/ BPO / Call Center / back Office / Data Entry,"1,75,000-3,75,000pa.",0 - 1 yrs, Bpo Non Voice Call Center International BPO Back Office Data Entry Calling Domestic inbound voice bpo kpo lpo Backend fresher,Other,Delhi NCR ,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Need Telecallers For International BPO/ Domestic Call Center -freshers,"1,75,000-3,75,000pa.",0 - 1 yrs, telecaller Calling customer care Inbound customer support Outbound Domestic Domestic BPO Fresher Call Center International BPO customer care executive,Other,Delhi NCR,ITES ,BPO,Fresher,17.5,37.5,27,0,1
 Hiring For Technical/non-technical Support :: BPO :: Gurgaon,"1,75,000-3,75,000pa.",0 - 5 yrs, bpo non voice process domestic bpo international bpo customer service inbound voice process customer support voice process Technical Support email support exl international call center,Voice,Gurgaon,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,37.5,27,0,5
 Accounts & Finance Executive,"1,75,000-3,75,000pa.",0 - 2 yrs, AR Process Development Fiemptyce General Accounting Ap,Accounts,Noida,Accounts ,Accounting,Accounts Executive/Accountant,17.5,37.5,27,0,2
 Hiring For Banking Jobs - CASA Sales_hyderabad CTC upto 4 LPA,"1,75,000-4,00,000pa.",1 - 4 yrs, Saving Account Sales Casa marketing executive Sales Executive Current Account Sales Officer,Retail Sales,Bengaluru,Sales ,Banking,Sales Executive/Officer,17.5,40.0,28,1,4
 Content Developer/ Content Writer/editor - Hindi/english - Hauz Khas,"1,75,000-4,00,000pa.",1 - 6 yrs, Content Writing Content Development English Hindi Editing,Content Development,Delhi ,Journalism ,NGO,Content Developer,17.5,40.0,28,1,6
 IT Recruiter,"1,75,000-4,00,000pa.",1 - 3 yrs, hr recruiter IT Recruitment recruitment executive recruiter hr,HR,Gurgaon,HR ,Recruitment,HR Executive,17.5,40.0,28,1,3
 Opportunity in Vlcc - Dietician,"1,75,000-4,00,000pa.",1 - 5 yrs, dietetics diet counselling,R&D,Mumbai,Medical ,Wellness ,Nutritionist,17.5,40.0,28,1,5
 Branch Accountant,"1,75,000-4,00,000pa.",1 - 3 yrs, general accounting branch accounting accounts receivable accounting software mcom invoicing bank reconciliation vendor reconciliation,Accounts,Mumbai,Accounts ,Travel ,Accounts Executive/Accountant,17.5,40.0,28,1,3
 PHP Developer,"1,75,000-4,00,000pa.",2 - 4 yrs, html css wordpress laravel javascript php ajax mysql json cms content management system,Programming & Design,Lucknow,IT Software ,IT,Software Developer,17.5,40.0,28,2,4
 Hiring For US Telecom Company |live Chat Process |salary Upto 4.2lpa,"1,75,000-4,00,000pa.",1 - 5 yrs, customer care executive customer support executive cce csa cse inbound process outbound process chat process international voice process,Voice,Delhi NCR,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,40.0,28,1,5
" Immediate Opening for PHP Developer@turbhe ,navi Mumbai.","1,75,000-4,00,000pa.",1 - 4 yrs, Codeigniter JQuery Ajax PHP Cordova SQL Magento OOPS,Programming & Design,Navi Mumbai,IT Software ,IT,Software Developer,17.5,40.0,28,1,4
 PHP Developer,"1,75,000-4,00,000pa.",2 - 4 yrs, Opencart Magento MVC Framework PHP Laravel AWS Codeigniter Codeigniter Framework,Programming & Design,Chennai,IT Software ,IT,Software Developer,17.5,40.0,28,2,4
 Commie/ Dcdp/cdp/sushi Chef || Continental &amp; Italian || Delhi,"1,75,000-4,00,000pa.",1 - 6 yrs, Italian sous chef Continental restaurant chef commi cooking food cdp,Food & Beverage,Delhi NCR,Hotels ,Retail,Chef De Partis,17.5,40.0,28,1,6
" Inside Sales Executive, Education Counsellor","1,75,000-4,00,000pa.",1 - 3 yrs, Inside Sales Educational Sales Admission Counselling B2C Sales Senior Sales Executive business development executive Education Counseling,Retail Sales,Bengaluru ,Sales ,Education,Sales/Business Development Manager,17.5,40.0,28,1,3
 Spot Offer For Fre/exp BPO Voice/non Voice Sal20k To 36k+inc Cal,"1,75,000-4,00,000pa.",0 - 5 yrs, BPO telecaller customer service call center Non Voice English Customer Support voice process Technical Support Domestic BPO Hindi Fresher International Voice customer care executive International BPO,Voice,Bengaluru,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,40.0,28,0,5
 Backend Operations !!100% NON Voice!! Fixed Shifts & Offs,"1,75,000-4,00,000pa.",1 - 6 yrs, bpo voice accounts receivable accounts payable international bpo backend operations back office kpo blended process hcl operations chat accenture captive non voice backend communication skills,Voice,Delhi NCR,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,40.0,28,1,6
 Walkin - Procurement For Elevator Industry(good Communication is Must),"1,75,000-4,00,000pa.",0 - 3 yrs, Procurement SAP Elevators SAP MM Module,Back Office,Chennai,ITES ,BPO,Associate/Senior Associate -(Technical),17.5,40.0,28,0,3
 Openings for Non Voice /chat Process Sal upto 29k Gurgaon|bpo|cse,"1,75,000-4,00,000pa.",1 - 5 yrs, international bpo chat process voice process international voice process exl wns accenture inbound calls customer service cce non voice uk shifts ites kpo bpo cco,Back Office,Gurgaon,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,40.0,28,1,5
 Senior Sales Executive & Sales Executive,"1,75,000-4,00,000pa.",3 - 7 yrs, Channel Sales Dealing Sales Executive Activities,Retail Sales,Chennai,Sales ,Chemicals,Sales Executive/Officer,17.5,40.0,28,3,7
 Online Promotion Part Time Work Home Based/freelance Delhi NCR,"1,75,000-4,00,000pa.",0 - 5 yrs, bpo bba freelancing business opportunity domestic bpo call center executive cce online promotion tourism advertising internet marketing mba part time sales bpo fresher ma sales & marketing online advertising customer care executive,Channel Sales,Delhi NCR,Sales ,Advertising,Sales Executive / Officer,17.5,40.0,28,0,5
 Fresher Content Writer,"1,75,000-4,00,000pa.",0 - 2 yrs, articles content writing blogs social media copy writing copywriter web content seo writing Content Writer Content Management,Creative,Ahmedabad,Marketing ,Advertising,Copywriter,17.5,40.0,28,0,2
 Required HR Executive / Sr. HR Executive / HR Payroll,"1,75,000-4,00,000pa.",0 - 3 yrs, Grievance Handling Attendance Hr Mba Bonus Leave General Administration Statutory Compliance Payroll Processing Gratuity Employee Grievances,HR,Delhi,HR ,IT,HR Executive,17.5,40.0,28,0,3
 International Sales / Inhouse Sales / Salary Upto-35k / Ahmedabad,"1,75,000-4,00,000pa.",1 - 4 yrs, international sales cold calling direct sale business development bdm inside sales inhouse sales voice process international voice process lead generation telesales sales representative telemarketing,Retail Sales,Ahmedabad,Sales ,Telcom,Sales/Business Development Manager,17.5,40.0,28,1,4
 Spot Offer For Fres/exp BPO Voice/nonvoice Sal20k-36k+inc Cal,"1,75,000-4,00,000pa.",0 - 5 yrs, bpo telecaller domestic bpo international bpo International Call Center customer service international voice call center inbound sales customer support fresher voice process english hindi urdu non voice customer care executive,Voice,Bengaluru,ITES ,BPO,Associate/Senior Associate -(Technical),17.5,40.0,28,0,5
 Hiring for International Process || Technical Support,"1,75,000-4,00,000pa.",0 - 3 yrs, Technical Support Technical Voice Process Voice Process International BPO,Voice,Gurgaon,ITES ,BPO,Associate/Senior Associate -(Technical),17.5,40.0,28,0,3
 BPO - Hiring For UK Telecom Chat Process Salary - 35K,"1,75,000-4,25,000pa.",1 - 5 yrs, wipro teleperformance amazon flipkart web chat,Voice,Gurgaon,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,42.5,30,1,5
 Hiring In Bulk For Customer Service & Collections @ Salary Upto36k,"1,75,000-4,25,000pa.",0 - 5 yrs, BPO Customer Service Technical Support Non Voice Inbound International BPO,Voice,Delhi,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,42.5,30,0,5
" PHP Developer,","1,75,000-4,25,000pa.",2 - 4 yrs, c project management html5 sql server development sql server application development Agile Methodology Communication Skills aspnet net framework net PHP mysql visual basic mvc api,Project Management,Ahmedabad,IT Software ,IT,Project Manager-IT/Software,17.5,42.5,30,2,4
