Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,min_salary,max_salary,avg_salary,min_experience,max_experience
 Opening for .Net Developer Position,"2,00,000-7,00,000pa.",2 - 4 yrs, net development testing ASPNet SQL Server C,Programming & Design,Pune,IT Software ,Automobile,Software Developer,20.0,70.0,45,2,4
" Hiring US Recruiters/sr.recruiters For Hyderabad, Bangalore and Noida","2,00,000-7,00,000pa.",0 - 5 yrs, US Recruitment W2 US Staffing Dice C2C H1B Technical Recruitment Bench Sales Screening Sourcing,HR,Bengaluru,HR ,Recruitment,Recruitment Executive,20.0,70.0,45,0,5
 BDE / Sr. BDE / AM / Manager Sales (real Estate Sales),"2,00,000-7,00,000pa.",0 - 5 yrs, sales marketing revenue generation business development relationship building direct marketing direct sales executive retail sales executive lead generation cold calling,Retail Sales,Gurgaon,Sales ,Real Estate,Sales Executive/Officer,20.0,70.0,45,0,5
 Immediate Hiring For Helpdesk Consultant,"2,00,000-7,00,000pa.",3 - 5 yrs, customer satisfaction customer service,nan,Noida,Other,Other,Other,20.0,70.0,45,3,5
 Collection Manager & Area Collection Manager.,"2,00,000-7,00,000pa.",5 - 10 yrs, Collection Management Collections Accounting Legal Fiemptyce Recovery MIS Reporting Customer Interaction Fiemptycial Services,Retail,Pune,Financial Services ,Banking,Collections Manager,20.0,70.0,45,5,10
 Business Analyst,"2,00,000-7,00,000pa.",1 - 6 yrs, strategy planning business analysis business planning,System Design,Delhi NCR,IT Software ,IT,Business Analyst,20.0,70.0,45,1,6
 Drupal Developer,"2,00,000-7,00,000pa.",2 - 4 yrs, codeigniter laravel jquery php ajax mysql mvc framework php mysql database symphony Drupal Developer drupal,Programming & Design,Mumbai,IT Software ,IT,Software Developer,20.0,70.0,45,2,4
 Hiring for SAP Fico- Test Analyst_bangalore_can join Within 20 days,"2,00,000-7,00,000pa.",3 - 8 yrs, sap fico sap fi,Programming & Design,Bengaluru,IT Software ,IT,Testing Engineer,20.0,70.0,45,3,8
 US IT Recruiter,"2,00,000-7,00,000pa.",1 - 6 yrs, interviewing us it recruitment dice Scheduling linkedin Shortlisting telephonic sourcing interview scheduling,HR,Bengaluru,HR ,Recruitment,Recruitment Executive,20.0,70.0,45,1,6
 Amazon Captive Hiring For Chat/ Voice Profiles - Salary up To 25k+inc.,"2,00,000-7,00,000pa.",0 - 5 yrs, Wipro chat process hp british telecom bt fresher voice process exl international call center non voice backend bpo barclays back office customer support dell amazon HCL ibm accenture wns,Voice,Delhi NCR,ITES ,BPO,Associate/Senior Associate -(NonTechnical),20.0,70.0,45,0,5
 PHP Developer,"2,00,000-7,00,000pa.",2 - 7 yrs, mvc framework laravel php mysql Symphony codeigniter Database php mysql ajax jquery Ajax,Programming & Design,Mumbai,IT Software ,IT,Software Developer,20.0,70.0,45,2,7
 Global/enterprise Tools Administrator,"2,00,000-7,00,000pa.",3 - 8 yrs, solarwinds bigfix,Admin,Hyderabad ,IT Software ,Legal,System Administrator,20.0,70.0,45,3,8
 Travel Sales Consultant Requried For UK Based Travel Company,"2,00,000-7,00,000pa.",2 - 7 yrs, travel sales consultant travel agency sales consulting travel sales holiday packages holidays travel process amadeus hotel booking uk process reservation tour packages,Ticketing,Delhi NCR,Travel ,Travel ,Travel Agent,20.0,70.0,45,2,7
 Senior Copywriter,"2,00,000-7,00,000pa.",2 - 5 yrs, Journalism Advertising Mass Communication Social Media Copy Writing Digital Media English Language Brand Positioning Presentation Skills,nan,Mumbai,Other,Media,Other,20.0,70.0,45,2,5
 .Net (windows) Developer @ Ahmedabad,"2,00,000-7,00,000pa.",1 - 5 yrs, c linq windows application net framework oops Winforms desktop application Net windows forms WPF sql stored procedures,Programming & Design,Ahmedabad,IT Software ,IT,Software Developer,20.0,70.0,45,1,5
 Hiring For Sales,"2,00,000-7,00,000pa.",1 - 6 yrs, Channel Partners Team Management Lead Generation Negotiation Skills Sales Achievement Real Estate Marketing Collaterals Cold Calling Channel Sales Business Development,Retail Sales,Noida,Sales ,Real Estate,Sales/Business Development Manager,20.0,70.0,45,1,6
 Travel Sales Consultant For Us/uk/aus -call-anjali,"2,00,000-7,00,000pa.",1 - 6 yrs, international bpo inbound sabre travel sales holiday packages voice process outbound amadeus gds tour packages,Ticketing,Delhi NCR,Travel ,Travel ,Travel Agent,20.0,70.0,45,1,6
 Salesforce Developer - Vlocity,"2,00,000-7,00,000pa.",2 - 7 yrs, Apex Forcecom Visualforce Salesforcecom Salesforce Web Services Software Development SOAP Life Cycle Data Modeling,Programming & Design,Hyderabad,IT Software ,IT,Software Developer,20.0,70.0,45,2,7
 US Recruiters || Noida,"2,00,000-7,00,000pa.",1 - 6 yrs, w2 c2c corp to corp corp - corp 1099 h1b us it staffing us staffing direct client senior recruiter it recruiter recruiter technical recruiter associate recruiter us it recruiter lead recruiter recruitment executive us recruiter,HR,Noida ,HR ,Recruitment,Recruitment Executive,20.0,70.0,45,1,6
 Telecom Enginer - RF / OSS BSS (4G / 5G),"2,00,000-7,00,000pa.",2 - 7 yrs, GSM Network Planning Networking UMTS Telecom RF Engineering 4G RF rf optimization 3G Corporate Training LTE DT Engineer rf planning,Telecom,Delhi NCR,IT Hardware ,Telcom,RF Engineer,20.0,70.0,45,2,7
 Urgent Required Public Relation Executive Female,"2,00,000-7,00,000pa.",0 - 3 yrs, Mba Fresher,Advertising,Mumbai,Marketing ,Advertising,Client Servicing/Key Account Manager,20.0,70.0,45,0,3
" Software Engineer(backend,.net, MVC, Webapi)","2,00,000-7,00,000pa.",2 - 6 yrs, MVC ASPNet MVC,Programming & Design,Hyderabad,IT Software ,IT,Team Lead/Technical Lead,20.0,70.0,45,2,6
 Java Developer,"2,00,000-7,00,000pa.",1 - 4 yrs, software development software developer java j2ee Spring Structs Hibernate,Programming & Design,Bengaluru,IT Software ,IT,Software Developer,20.0,70.0,45,1,4
 Business Development Manager For Leading IT Company - Ahmedabad,"2,00,000-7,00,000pa.",2 - 7 yrs, Bde Sales Lead Generation Business Development Manager Client Servicing Bdm Business Development Executive IT Sales,Retail Sales,Ahmedabad,Sales ,IT,Sales/Business Development Manager,20.0,70.0,45,2,7
 .Net ( Asp.net) Developer,"2,00,000-7,00,000pa.",1 - 6 yrs, LINQ Silverlight Developer JQuery WPF Software Developer Programmer CNet Javascript ASPNet WCF MVC SQL Developer Ajax,Programming & Design,Ahmedabad,IT Software ,IT,Software Developer,20.0,70.0,45,1,6
 Branch Training Manager,"2,00,000-7,00,000pa.",0 - 5 yrs,empty,Life Insurance,Bengaluru,Financial Services ,Insurance,Sales/Business Development-Manager,20.0,70.0,45,0,5
 Plsql Developer +5 Years Pune,"2,00,000-7,00,000pa.",4 - 9 yrs, Performance Tuning plsql,Programming & Design,Pune,IT Software ,IT,Software Developer,20.0,70.0,45,4,9
 Walkin For Account Executive / Assistant Team Leader - US Accounting,"2,00,000-7,00,000pa.",1 - 6 yrs, accounts receivable balance sheet accounts payable journal entries intercompany reconciliation general accounting general ledger quick books bank reconciliation intercompany accounts accounts finalisation ledger posting sage ledger scrutiny,Accounts,Ahmedabad,Accounts ,KPO,Accounts Executive/Accountant,20.0,70.0,45,1,6
 Sharepoint Developer,"2,00,000-7,00,000pa.",2 - 7 yrs, Sharepoint Development,Programming & Design,Mumbai,IT Software ,IT,Software Developer,20.0,70.0,45,2,7
 Marketing & Sales Manager / Executive (textiles Finishing Auxiliaries),"2,00,000-7,00,000pa.",2 - 7 yrs, Dyes,Marketing,Delhi NCR,Marketing ,Textiles,Marketing Manager,20.0,70.0,45,2,7
 Urgent Opening For Sales,"2,00,000-7,00,000pa.",1 - 6 yrs, business generation new projects sales management marketing customer satisfaction handling customer queries business development,Channel Sales,Noida,Sales ,Real Estate,Sales / BD Manager,20.0,70.0,45,1,6
 Hiring For Freelance Recruiter,"2,00,000-7,00,000pa.",0 - 4 yrs, Recruitment Hiring bulk hiring mass hiring mass recruitment Freelance Recruitment Freelancing Staffing Sourcing,HR,Delhi NCR ,HR ,Recruitment,Recruitment Executive,20.0,70.0,45,0,4
 US IT Recruiter,"2,00,000-7,00,000pa.",0 - 4 yrs, us it recruitment us recruiter us staffing bench sales,HR,Chennai,HR ,Recruitment,HR Executive,20.0,70.0,45,0,4
 Senior Ecommerce Executive / Order Processing / Product Listing,"2,00,000-7,00,000pa.",2 - 7 yrs, advanced excel Sales Order Processing Catalog Management Cataloguing E - commerce,Retail Sales,Delhi NCR,Sales ,Internet,Sales/Business Development Manager,20.0,70.0,45,2,7
" Accounts Receivables- Cash Applications, O2C, OTC","2,00,000-7,00,000pa.",1 - 6 yrs, O2C SAP ERP Cash Payment Tally ERP Accounting Billing Accounts Receivable Cash Applications OTC,Finance,Delhi NCR,Accounts ,Banking,Financial Analyst,20.0,70.0,45,1,6
 Hiring For UK Based Airlines In Gurgaon Salary up To 36 k In hand,"2,00,000-7,00,000pa.",0 - 5 yrs, chat process email process hp british telecom bt fresher voice process exl international call center non voice backend bpo barclays back office customer support dell amazon ibm accenture wns,Voice,Delhi NCR,ITES ,BPO,Associate/Senior Associate -(NonTechnical),20.0,70.0,45,0,5
 Private Equity Associate,"2,00,000-7,00,000pa.",2 - 7 yrs, Returns Private Equity Night Shift,nan,Mumbai,Other,Banking,Other,20.0,70.0,45,2,7
 Drive For Java Developer on Saturday for Pune Location,"2,00,000-7,00,000pa.",2 - 5 yrs, database j2ee core java,Programming & Design,Pune,IT Software ,IT,Software Developer,20.0,70.0,45,2,5
 AEM Developer,"2,00,000-7,00,000pa.",3 - 8 yrs, Java CSS JSP XML Cq5 Javascript XHTML HTML JSON JQuery,Programming & Design,Chennai,IT Software ,IT,Software Developer,20.0,70.0,45,3,8
 Hiring Node.js Developer,"2,00,000-7,00,000pa.",1 - 4 yrs, javascript nodejs nosql reactjs json jQuery PHP,Programming & Design,Ahmedabad ,IT Software ,IT,Software Developer,20.0,70.0,45,1,4
 Excellent Opportunities For Spring boot For c2h Position For Bangalore,"2,00,000-7,00,000pa.",3 - 7 yrs, Java Linux Continuous Delivery Continuous Integration Build CI Spring Boot AWS IT Projects SQL,Programming & Design,Bengaluru,IT Software ,IT,Software Developer,20.0,70.0,45,3,7
 B2B / B2C / DSA / Education Sales (salary upto 6 LPA),"2,00,000-7,00,000pa.",1 - 5 yrs, educational sales b2b marketing direct sales bdm mba field sales Sales Counselling Trainee consultant,Retail Sales,Bengaluru,Sales ,Other,Sales Executive/Officer,20.0,70.0,45,1,5
 System Administrator,"2,25,000-2,50,000pa.",2 - 5 yrs, system administration it infrastructure network infrastructure,Admin,Bengaluru,IT Software ,Construction,System Administrator,22.5,25.0,23,2,5
 System Administrator SRM Hotel PV LTD,"2,25,000-2,50,000pa.",3 - 6 yrs, Application Software Hardware Networking Data Network Property Management System Administration LAN Networking,Admin,Chennai,IT Software ,IT,System Administrator,22.5,25.0,23,3,6
 Accountant,"2,25,000-2,50,000pa.",1 - 2 yrs, Accounting TDS ITR Gst,Accounts,Mumbai ,Accounts ,Wellness ,Accounts Executive/Accountant,22.5,25.0,23,1,2
 Sales Coordinator,"2,25,000-2,50,000pa.",3 - 5 yrs, sales coordination,Sales Support,Delhi ,Sales ,Chemicals,Sales Coordinator,22.5,25.0,23,3,5
 Customer Relationship Manager,"2,25,000-2,50,000pa.",4 - 6 yrs, Customer Relationship Customer Care Relationship Management Receptionist Activities,Advertising,Bengaluru ,Marketing ,Automobile,Client Servicing Executive,22.5,25.0,23,4,6
 Medical Representative (fresher),"2,25,000-2,50,000pa.",0 - 0 yrs,empty,Retail Sales,Kolkata ,Sales ,Medical,Medical Representative,22.5,25.0,23,0,0
 Hiring For Junior Merchandiser(garments Industry) - Bangalore(lalbagh),"2,25,000-2,50,000pa.",2 - 5 yrs, Buying Garments Merchandising Merchandiser Merchandise,Production,Bengaluru,Export ,Textiles,Merchandiser,22.5,25.0,23,2,5
 Hiring Freshers For a Leading Brand Name,"2,25,000-2,50,000pa.",0 - 1 yrs, bpo customer service executive mnc international bpo cce customer support executive customer service customer care call center customer support international process solving queries customer service representative customer care executive,Voice,Gurgaon,ITES ,BPO,Associate/Senior Associate -(NonTechnical),22.5,25.0,23,0,1
 Lead Verification Executive(desk job) for Freshers only,"2,25,000-2,50,000pa.",0 - 0 yrs, Bba Fresher Fresher BA Bcom Communication Telesales Telemarketing Inside Sales pre - sales marketing Cold Calling outbound calling Calling Calls leads bca Bca Fresher bsc fresher,Corporate Sales,Delhi NCR ,Sales ,IT,Sales Executive/Officer,22.5,25.0,23,0,0
 Opening for Software Engineer with Hectranet in Pune,"2,25,000-2,50,000pa.",0 - 0 yrs, Javascript MySQL PHP Software Engineering Marketing Campaigns Email Marketing Customer Retention IP Configuration Spoken English Report Generation,Other,Pune ,ITES ,BPO,Fresher,22.5,25.0,23,0,0
" Sales Executive- Film Events, Mira Road, Mumbai","2,25,000-2,50,000pa.",1 - 6 yrs, Communication Skills MIS Generation Sales Executive Activities,Retail Sales,Mumbai,Sales ,Advertising,Sales/Business Development Manager,22.5,25.0,23,1,6
 Site Supervisor,"2,25,000-2,50,000pa.",3 - 8 yrs, Site Supervision Vendor Coordination Client Handling,Site Engineering,Mumbai,Site Engineering ,Retail,Construction-Residential,22.5,25.0,23,3,8
 Business Development Executive-females only,"2,25,000-2,50,000pa.",0 - 2 yrs, Business Development Management Business Development Executive Business Development bdm bde bdo Business Development Manager Business Development Officer Business Developer,nan,Noida ,Other,Other,Other,22.5,25.0,23,0,2
 Executive / Sr Executive HR Out Sourcing,"2,25,000-2,50,000pa.",2 - 4 yrs, Induction PMS Hiring Sourcing HR Interviewing Training Coordination Recruitment,HR,Pune,HR ,Recruitment,HR Executive,22.5,25.0,23,2,4
" Executive Assistant, Office Assistant, Stenographer, Receptionist","2,25,000-2,50,000pa.",2 - 6 yrs, Office Assistance front desk receptionist Stenographer Office Assistant Office Management,nan,Delhi,Other,Facility Management,Other,22.5,25.0,23,2,6
 Hiring for HR Generalist- Noida,"2,25,000-2,50,000pa.",0 - 1 yrs, Recruitment Head Hunting Talent Acquisition HR Hiring Sourcing Interview Scheduling Social Networking HR Recruiter talent staffing IT Staffing IT Hiring Technical Hiring Employee Engagement events event management,HR,Noida,HR ,IT,HR Executive,22.5,25.0,23,0,1
 Marketing Executive,"2,25,000-2,50,000pa.",0 - 1 yrs, promotional campaigns cold calling market research social media sales Marketing,Retail Sales,Chennai,Sales ,Gems,Sales Executive/Officer,22.5,25.0,23,0,1
 Urgent Hiring for E-com with Karvy Logistics,"2,25,000-2,50,000pa.",1 - 2 yrs, e - commerce strategy project planning customer experience business expansion sla management operations management program management service delivery service management food and,nan,Hyderabad ,Other,Other,Other,22.5,25.0,23,1,2
 Customer Care Executive,"2,25,000-2,75,000pa.",2 - 3 yrs, hotel booking travel booking Outbound Calling inbound calling,Senior Management,Delhi NCR,Hotels ,Travel ,Head/VP-Public Relations/Corporate Communication,22.5,27.5,25,2,3
 Opening For a UK Telecom Process.,"2,25,000-2,75,000pa.",0 - 3 yrs, BPO customer service executive Customer Service fresher voice process international bpo bpo fresher Cce inbound Call Center customer care executive,Voice,Gurgaon,ITES ,BPO,Associate/Senior Associate -(NonTechnical),22.5,27.5,25,0,3
 Patient Care Executive - Kolkata,"2,25,000-2,75,000pa.",0 - 3 yrs, Patient Care,nan,Bengaluru,Other,Medical,Other,22.5,27.5,25,0,3
" Graphic Designer, Textile Designer, CAD Operator, CAD Designer","2,25,000-2,75,000pa.",1 - 3 yrs, Graphic Designing,Designer,Mumbai Suburbs,Fashion Designing ,Textiles,Textile Designer,22.5,27.5,25,1,3
 Associate Software Engineer(python/ui(javascript)/qa),"2,25,000-2,75,000pa.",0 - 0 yrs, algorithms python java data structures javascript programming,Other,Hyderabad,IT Software ,IT,Fresher,22.5,27.5,25,0,0
